Variable,DF,Estimate,LowerCL,UpperCL,ZStat,ProbZStat,Model,zlabel,SoftVer,SrcData
Intercept,1,-3.549984338333,-3.975788919825,-3.124179756842,-16.34045698721,0.000000000000,Gee,Intercept,v2025,"HCUP 2020, 2021 2022"
Age_LT30,1,-1.395445012294,-1.782284294120,-1.008605730468,-7.070176414330,0.000000000002,Gee,Age < 30,v2025,"HCUP 2020, 2021 2022"
Age_30_34,1,-0.941488183573,-1.389930983871,-0.493045383275,-4.114868006458,0.000038740103,Gee,30 <= Age <= 34,v2025,"HCUP 2020, 2021 2022"
Age_35_39,1,-1.041483507472,-1.436812526841,-0.646154488104,-5.163471602460,0.000000242411,Gee,35 <= Age <= 39,v2025,"HCUP 2020, 2021 2022"
Age_40_44,1,-0.923837448683,-1.340241733004,-0.507433164363,-4.348389762471,0.000013714072,Gee,40 <= Age <= 44,v2025,"HCUP 2020, 2021 2022"
Age_45_49,1,-0.839084675376,-1.220072748107,-0.458096602644,-4.316606900384,0.000015844596,Gee,45 <= Age <= 49,v2025,"HCUP 2020, 2021 2022"
Age_50_54,1,-0.416278705803,-0.714323766702,-0.118233644904,-2.737476234106,0.006191259337,Gee,50 <= Age <= 54,v2025,"HCUP 2020, 2021 2022"
Age_55_59,1,-0.219407394818,-0.453438972387,0.014624182750,-1.837489608252,0.066137649166,Gee,55 <= Age <= 59,v2025,"HCUP 2020, 2021 2022"
Age_60_64,1,-0.154516705930,-0.359961861963,0.050928450103,-1.474102307793,0.140454047266,Gee,60 <= Age <= 64,v2025,"HCUP 2020, 2021 2022"
Age_70_74,1,-0.041381046911,-0.313579601297,0.230817507475,-0.297963968880,0.765730663872,Gee,70 <= Age <= 74,v2025,"HCUP 2020, 2021 2022"
Age_75_79,1,0.371530746004,0.162165325224,0.580896166784,3.478066619614,0.000505044387,Gee,75 <= Age <= 79,v2025,"HCUP 2020, 2021 2022"
Age_80_84,1,0.673619435953,0.436768656267,0.910470215639,5.574268471922,0.000000024857,Gee,80 <= Age <= 84,v2025,"HCUP 2020, 2021 2022"
Age_85Plus,1,0.781724452155,0.433341958742,1.130106945569,4.397901160442,0.000010930273,Gee,Age >= 85,v2025,"HCUP 2020, 2021 2022"
MALE,1,0.221116871787,0.087163988749,0.355069754825,3.235324953433,0.001215043620,Gee,Patient Sex Flag: 1=Male / 0=Female,v2025,"HCUP 2020, 2021 2022"
Age_70_74_MALE,1,0.319372459439,-0.003284496115,0.642029414992,1.940012472628,0.052378174097,Gee,70 <= Age <= 74 MALE,v2025,"HCUP 2020, 2021 2022"
MDC_7,1,-0.018119880374,-0.331134710716,0.294894949967,-0.113458882761,0.909666759335,Gee,Diseases and disorders of the hepatobiliary system and pancreas,v2025,"HCUP 2020, 2021 2022"
MDC_17,1,0.292786776374,-1.072669023711,1.658242576459,0.420263722053,0.674292808724,Gee,"Myeloproliferative diseases and disorders, poorly differentiated neoplasms",v2025,"HCUP 2020, 2021 2022"
MDC_23,1,4.120335668451,2.950930529481,5.289740807422,6.905826941628,0.000000000005,Gee,Factors influencing health status and other contacts with health services,v2025,"HCUP 2020, 2021 2022"
TRNSFER,1,0.547125683168,0.291268105324,0.802983261013,4.191185748960,0.000027750035,Gee,TRANSFER FROM ANOTHER ACUTE CARE HOSPITAL,v2025,"HCUP 2020, 2021 2022"
d_DXCCSR_BLD003,1,-0.209985371399,-0.415603935187,-0.004366807612,-2.001588561082,0.045329000279,Gee,Aplastic anemia,v2025,"HCUP 2020, 2021 2022"
d_DXCCSR_BLD006,1,0.529867415287,0.345989146303,0.713745684272,5.647872672934,0.000000016245,Gee,Coagulation and hemorrhagic disorders,v2025,"HCUP 2020, 2021 2022"
d_DXCCSR_BLD007,1,-0.687967263363,-0.999721266017,-0.376213260708,-4.325176412337,0.000015240984,Gee,Diseases of white blood cells,v2025,"HCUP 2020, 2021 2022"
d_DXCCSR_CIR007,1,-0.215776997846,-0.365148260509,-0.066405735182,-2.831301931371,0.004635893629,Gee,Essential hypertension,v2025,"HCUP 2020, 2021 2022"
d_DXCCSR_CIR011,1,0.241964612144,0.059446892404,0.424482331883,2.598333608438,0.009367743326,Gee,Coronary atherosclerosis and other heart disease,v2025,"HCUP 2020, 2021 2022"
d_DXCCSR_CIR017,1,0.190513130278,0.010464366676,0.370561893881,2.073876356918,0.038090795355,Gee,Cardiac dysrhythmias,v2025,"HCUP 2020, 2021 2022"
d_DXCCSR_CIR018,1,3.207071232064,2.661108159935,3.753034304194,11.513130523977,0.000000000000,Gee,Cardiac arrest and ventricular fibrillation,v2025,"HCUP 2020, 2021 2022"
d_DXCCSR_CIR019,1,0.688729423215,0.485980893761,0.891477952668,6.657926783658,0.000000000028,Gee,Heart failure,v2025,"HCUP 2020, 2021 2022"
