Variable,DF,Estimate,LowerCL,UpperCL,ZStat,ProbZStat,Model,zlabel,SoftVer,SrcData
Q11,1,-0.044297409103,-0.080201782613,-0.008393035593,-2.418126761788,0.015600641035,Gee,"Quarter 3, 2022",v2025,"HCUP 2020, 2021, 2022"
DNR,1,0.963998277901,0.922923332863,1.005073222939,45.998890664152,0.000000000000,Gee,Do not resuscitate flag,v2025,"HCUP 2020, 2021, 2022"
TRNSFER,1,0.516717546229,0.467092149933,0.566342942526,20.407852760158,0.000000000000,Gee,TRANSFER FROM ANOTHER ACUTE CARE HOSPITAL,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_BLD001,1,-0.268991593560,-0.313045790309,-0.224937396811,-11.96739185875,0.000000000000,Gee,Nutritional anemia,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_BLD003,1,-0.050947036242,-0.083707359023,-0.018186713461,-3.048027237739,0.002303490475,Gee,Aplastic anemia,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_BLD006,1,0.223240872292,0.183099873198,0.263381871386,10.900178855529,0.000000000000,Gee,Coagulation and hemorrhagic disorders,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_BLD007,1,0.056038389259,0.013628063116,0.098448715403,2.589775526075,0.009603853374,Gee,Diseases of white blood cells,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_CIR001,1,-0.260302519955,-0.312908504287,-0.207696535623,-9.698203933955,0.000000000000,Gee,Chronic rheumatic heart disease,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_CIR003,1,-0.136780259969,-0.176111607165,-0.097448912773,-6.816048837586,0.000000000009,Gee,Nonrheumatic and unspecified valve disorders,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_CIR004,1,0.492088210559,0.397341481728,0.586834939390,10.179508905635,0.000000000000,Gee,Endocarditis and endocardial disease,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_CIR007,1,-0.262218990958,-0.293389364140,-0.231048617777,-16.48808550809,0.000000000000,Gee,Essential hypertension,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_CIR008,1,-0.256444720312,-0.291440729387,-0.221448711238,-14.36227813192,0.000000000000,Gee,Hypertension with complications and secondary hypertension,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_CIR009,1,0.381610747007,0.335749525185,0.427471968829,16.308839811331,0.000000000000,Gee,Acute myocardial infarction,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_CIR011,1,0.129057010156,0.108778776560,0.149335243752,12.473822764647,0.000000000000,Gee,Coronary atherosclerosis and other heart disease,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_CIR013,1,0.258855581941,0.188114235922,0.329596927960,7.171868311175,0.000000000001,Gee,Acute pulmonary embolism,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_CIR016,1,-0.090940565953,-0.128393109899,-0.053488022007,-4.759095517190,0.000001944624,Gee,Conduction disorders,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_CIR017,1,0.222855859124,0.198981573654,0.246730144594,18.295393936679,0.000000000000,Gee,Cardiac dysrhythmias,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_CIR018,1,1.883848568370,1.783844490573,1.983852646167,36.921247889790,0.000000000000,Gee,Cardiac arrest and ventricular fibrillation,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_CIR019,1,0.175242414353,0.142920816622,0.207564012085,10.626604029569,0.000000000000,Gee,Heart failure,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_CIR020,1,-0.656402010302,-0.867401596882,-0.445402423721,-6.097283508570,0.000000001079,Gee,Cerebral infarction,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_CIR021,1,0.490539735196,0.447977244686,0.533102225707,22.588908741967,0.000000000000,Gee,Acute hemorrhagic cerebrovascular disease,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_CIR024,1,-0.246619841711,-0.282981467836,-0.210258215586,-13.29330008411,0.000000000000,Gee,Other and ill-defined cerebrovascular disease,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_CIR026,1,0.097418072688,0.060167327103,0.134668818273,5.125693752243,0.000000296444,Gee,Peripheral and visceral vascular disease,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_CIR027,1,0.335851395225,0.266705989454,0.404996800997,9.519889737496,0.000000000000,Gee,Arterial dissections,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_CIR030,1,0.397842888398,0.306529978309,0.489155798487,8.539402938838,0.000000000000,Gee,Aortic and peripheral arterial embolism or thrombosis,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_CIR031,1,0.216947943158,0.164482326322,0.269413559993,8.104548859889,0.000000000000,Gee,Hypotension,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_DIG004,1,-0.141750370040,-0.171826888603,-0.111673851478,-9.237293189191,0.000000000000,Gee,Esophageal disorders,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_DIG018,1,0.578069342258,0.490696210006,0.665442474510,12.967316864980,0.000000000000,Gee,Hepatic failure,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_DIG019,1,0.164281507802,0.119140737506,0.209422278098,7.132927429122,0.000000000001,Gee,Other specified and unspecified liver disease,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_DIG021,1,0.281660438039,0.226412512464,0.336908363614,9.992127463288,0.000000000000,Gee,Gastrointestinal hemorrhage,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_DIG025,1,-0.320870911065,-0.376689124338,-0.265052697791,-11.26684987738,0.000000000000,Gee,Other specified and unspecified gastrointestinal disorders,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_EAR004,1,-0.254974119973,-0.304434517754,-0.205513722192,-10.10384296446,0.000000000000,Gee,Hearing loss,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_END001,1,-0.170639521891,-0.191099525792,-0.150179517991,-16.34639557617,0.000000000000,Gee,Thyroid disorders,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_END002,1,-0.035678849596,-0.066899427593,-0.004458271599,-2.239845150373,0.025100977536,Gee,Diabetes mellitus without complication,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_END003,1,0.001925402561,-0.020814999682,0.024665804803,0.165947797886,0.868198031675,Gee,Diabetes mellitus with complication,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_END007,1,-0.428396598502,-0.508838867562,-0.347954329441,-10.43781974286,0.000000000000,Gee,Nutritional deficiencies,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_END008,1,0.136396337734,0.091520601403,0.181272074065,5.957159290026,0.000000002567,Gee,Malnutrition,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_END009,1,-0.195563348816,-0.223796962582,-0.167329735050,-13.57591428257,0.000000000000,Gee,Obesity,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_END010,1,-0.371637881907,-0.395231309309,-0.348044454506,-30.87287198383,0.000000000000,Gee,Disorders of lipid metabolism,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_END011,1,0.118774662071,0.092123820746,0.145425503396,8.734961013000,0.000000000000,Gee,Fluid and electrolyte disorders,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_END016,1,-0.158282162031,-0.203640015507,-0.112924308556,-6.839550666670,0.000000000008,Gee,Other specified and unspecified nutritional and metabolic disorders,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_EYE005,1,-0.193658843580,-0.260182824996,-0.127134862164,-5.705677120090,0.000000011588,Gee,Retinal and vitreous conditions,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_EYE006,1,0.388028052351,0.304383640398,0.471672464305,9.092311008456,0.000000000000,Gee,Neuro-ophthalmology,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_EYE010,1,-0.303621407540,-0.350944653609,-0.256298161472,-12.57494092553,0.000000000000,Gee,Blindness and vision defects,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_EYE012,1,0.518972770593,0.453871345492,0.584074195694,15.624357496561,0.000000000000,Gee,Other specified eye disorders,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_FAC009,1,-0.145438407226,-0.177025835661,-0.113850978791,-9.024287643981,0.000000000000,Gee,"Implant, device or graft related encounter",v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_FAC022,1,-0.222867367646,-0.264853323099,-0.180881412192,-10.40376500183,0.000000000000,Gee,Acquired absence of limb or organ,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_FAC026,1,-0.285261842577,-0.317082565212,-0.253441119942,-17.57040353939,0.000000000000,Gee,Personal history of nicotine dependence,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_FAC027,1,-0.145288501106,-0.172432421236,-0.118144580976,-10.49075550521,0.000000000000,Gee,Personal history of malignant neoplasm,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_GEN002,1,0.091353263427,0.061206565215,0.121499961638,5.939260907812,0.000000002863,Gee,Acute and unspecified renal failure,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_GEN003,1,0.134655341276,0.106505089027,0.162805593526,9.375390916136,0.000000000000,Gee,Chronic kidney disease,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_GEN004,1,-0.290761307915,-0.328986551638,-0.252536064191,-14.90851688820,0.000000000000,Gee,Urinary tract infections,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_GEN007,1,-0.287551547040,-0.372203729267,-0.202899364814,-6.657721763037,0.000000000028,Gee,Other specified and unspecified diseases of bladder and urethra,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_GEN008,1,-0.283198190626,-0.349053354383,-0.217343026868,-8.428469727276,0.000000000000,Gee,Urinary incontinence,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_GEN012,1,-0.217580220910,-0.250696222567,-0.184464219254,-12.87744218510,0.000000000000,Gee,Hyperplasia of prostate,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_INF002,1,0.414745637538,0.353332541854,0.476158733222,13.236370895623,0.000000000000,Gee,Septicemia,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_INF003,1,-0.137234793120,-0.186105933075,-0.088363653165,-5.503764638736,0.000000037177,Gee,Bacterial infections,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_INJ028,1,-0.128145922133,-0.177698421285,-0.078593422981,-5.068591825713,0.000000400770,Gee,"Adverse effects of drugs and medicaments, initial encounter",v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_INJ030,1,-0.395798620296,-0.451505877753,-0.340091362839,-13.92549330765,0.000000000000,Gee,Drug induced or toxic related condition,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_MAL001,1,-0.573586734733,-0.641867124056,-0.505306345411,-16.46460064504,0.000000000000,Gee,Cardiac and circulatory congenital anomalies,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_MBD002,1,-0.199133405778,-0.233820051500,-0.164446760055,-11.25200477927,0.000000000000,Gee,Depressive disorders,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_MBD005,1,-0.055024220630,-0.092156514199,-0.017891927061,-2.904358453139,0.003680065637,Gee,Anxiety and fear-related disorders,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_MBD007,1,-0.399884159649,-0.491947868023,-0.307820451275,-8.513219429690,0.000000000000,Gee,Trauma- and stressor-related disorders,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_MBD017,1,-0.129483451602,-0.165272922593,-0.093693980611,-7.090993376113,0.000000000001,Gee,Alcohol-related disorders,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_MBD021,1,-0.040115376157,-0.114865984467,0.034635232152,-1.051826791421,0.292879024772,Gee,Stimulant-related disorders,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_MBD024,1,-0.334245472992,-0.369010480248,-0.299480465736,-18.84392211497,0.000000000000,Gee,Tobacco-related disorders,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_MUS006,1,-0.157354051089,-0.202463204931,-0.112244897247,-6.836933231719,0.000000000008,Gee,Osteoarthritis,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_MUS010,1,-0.434471476430,-0.498023186953,-0.370919765907,-13.39930017787,0.000000000000,Gee,"Musculoskeletal pain, not low back pain",v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_MUS011,1,-0.358174354055,-0.407695008140,-0.308653699970,-14.17608161902,0.000000000000,Gee,Spondylopathies/spondyloarthropathy (including infective),v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_MUS021,1,-0.781428353051,-0.947992621662,-0.614864084440,-9.195077919468,0.000000000000,Gee,Acquired foot deformities,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_MUS026,1,0.140187653361,0.078402239400,0.201973067322,4.447048810556,0.000008705806,Gee,Muscle disorders,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_MUS033,1,-0.169319470597,-0.216900801854,-0.121738139339,-6.974585525049,0.000000000003,Gee,Gout,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_NEO022,1,0.304291078777,0.229768063607,0.378814093947,8.002890836606,0.000000000000,Gee,Respiratory cancers,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_NEO051,1,0.304825295444,0.199586318270,0.410064272619,5.677046819422,0.000000013704,Gee,Endocrine system cancers - pancreas,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_NEO070,1,0.690074291201,0.631394881933,0.748753700468,23.049324700160,0.000000000000,Gee,Secondary malignancies,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_NEO073,1,-0.639588000038,-0.710104560855,-0.569071439222,-17.77695098161,0.000000000000,Gee,Benign neoplasms,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_NVS006,1,-0.112740923508,-0.158223053040,-0.067258793975,-4.858351003559,0.000001183674,Gee,Other nervous system disorders (often hereditary or degenerative),v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_NVS008,1,0.431941037493,0.402291455102,0.461590619884,28.553146744826,0.000000000000,Gee,Paralysis (other than cerebral palsy),v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_NVS009,1,0.046722909652,0.009092155952,0.084353663353,2.433520755411,0.014952778128,Gee,Epilepsy; convulsions,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_NVS010,1,-0.715813814578,-0.775007842878,-0.656619786279,-23.70119649772,0.000000000000,Gee,Headache; including migraine,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_NVS011,1,-0.207540182350,-0.238049196519,-0.177031168182,-13.33282289953,0.000000000000,Gee,Neurocognitive disorders,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_NVS013,1,1.663278462202,1.590442138199,1.736114786205,44.757419142005,0.000000000000,Gee,Coma; stupor; and brain damage,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_NVS015,1,-0.160012987859,-0.211749028353,-0.108276947365,-6.061919123858,0.000000001345,Gee,Polyneuropathies,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_NVS016,1,-0.227261076782,-0.265191929472,-0.189330224091,-11.74304013710,0.000000000000,Gee,Sleep wake disorders,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_NVS017,1,-0.324766337986,-0.409151991973,-0.240380684000,-7.543110656554,0.000000000000,Gee,Nerve and nerve root disorders,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_NVS019,1,-0.162900845892,-0.204153603569,-0.121648088215,-7.739598731753,0.000000000000,Gee,Nervous system pain and pain syndromes,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_NVS020,1,0.871021884301,0.841981968337,0.900061800264,58.787068292344,0.000000000000,Gee,Other nervous system disorders (neither hereditary nor degenerative),v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_RSP002,1,0.151959725891,0.103244751849,0.200674699934,6.113840676301,0.000000000973,Gee,Pneumonia (except that caused by tuberculosis),v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_RSP009,1,-0.095354000617,-0.150547003956,-0.040160997278,-3.386124973890,0.000708870931,Gee,Asthma,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_RSP010,1,0.400200897832,0.351237970649,0.449163825015,16.019862199037,0.000000000000,Gee,Aspiration pneumonitis,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_RSP011,1,0.150408281177,0.097875788099,0.202940774255,5.611666167208,0.000000020039,Gee,"Pleurisy, pleural effusion and pulmonary collapse",v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_RSP012,1,1.535151659528,1.499743601784,1.570559717271,84.976193421020,0.000000000000,Gee,Respiratory failure; insufficiency; arrest,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_RSP016,1,0.075864603013,0.005464732344,0.146264473682,2.112104584769,0.034677479848,Gee,Other specified and unspecified lower respiratory disease,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_SKN003,1,0.179755529839,0.118764834771,0.240746224908,5.776526470330,0.000000007626,Gee,Pressure ulcer of skin,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_SYM003,1,0.990594047276,0.929651901922,1.051536192629,31.858554448423,0.000000000000,Gee,Shock,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_SYM005,1,-0.071945579547,-0.119492715416,-0.024398443678,-2.965704288647,0.003019907049,Gee,Dysphagia,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_SYM007,1,-0.380243081363,-0.446476613746,-0.314009548981,-11.25204587514,0.000000000000,Gee,Malaise and fatigue,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_SYM011,1,-0.460573265239,-0.512748004216,-0.408398526261,-17.30161050722,0.000000000000,Gee,Genitourinary signs and symptoms,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_SYM012,1,-0.022655053896,-0.073950236064,0.028640128271,-0.865638600512,0.386688380510,Gee,Circulatory signs and symptoms,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_SYM013,1,0.447707202407,0.387424448202,0.507989956612,14.556235923735,0.000000000000,Gee,Respiratory signs and symptoms,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_SYM014,1,-0.892777545000,-0.968106199475,-0.817448890525,-23.22903344827,0.000000000000,Gee,Skin/Subcutaneous signs and symptoms,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_SYM015,1,-0.835383564824,-0.942009180501,-0.728757949147,-15.35580066703,0.000000000000,Gee,General sensation/perception signs and symptoms,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_SYM016,1,0.117169513475,0.080368201252,0.153970825697,6.240212987743,0.000000000437,Gee,Other general signs and symptoms,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_SYM017,1,-0.031432060823,-0.068835072000,0.005970950354,-1.647078810906,0.099541847788,Gee,Abnormal findings without diagnosis,v2025,"HCUP 2020, 2021, 2022"
d_DXCCSR_SYM018,1,-0.557544120641,-0.647620915628,-0.467467325654,-12.13149731190,0.000000000000,Gee,Prediabetes,v2025,"HCUP 2020, 2021, 2022"
IQ17s0,1,1.024129009746,0.489550977612,1.558707041881,3.754841863986,0.000173450954,Gee,IQ17 Subarachnoid Hemorrhage Diagnosis Stratum,v2025,"HCUP 2020, 2021, 2022"
IQ17s1,1,1.209565323008,0.969591934754,1.449538711261,9.879030701262,0.000000000000,Gee,IQ17 Interacerebral Hemorrhage Diagnosis Stratum,v2025,"HCUP 2020, 2021, 2022"
IQ17s0_Age_40_44,1,0.017635594876,-0.123123108148,0.158394297900,0.245563010039,0.806020526247,Gee,Interaction between IQ17 Subarachnoid Hemorrhage Diagnosis Stratum and 40 <= Age <= 44,v2025,"HCUP 2020, 2021, 2022"
IQ17s0_Age_50_54,1,-0.109862838123,-0.212263428748,-0.007462247498,-2.102792617165,0.035483901679,Gee,Interaction between IQ17 Subarachnoid Hemorrhage Diagnosis Stratum and 50 <= Age <= 54,v2025,"HCUP 2020, 2021, 2022"
IQ17s0_Age_60_64,1,-0.049636108878,-0.133536989234,0.034264771477,-1.159522824095,0.246243138597,Gee,Interaction between IQ17 Subarachnoid Hemorrhage Diagnosis Stratum and 60 <= Age <= 64,v2025,"HCUP 2020, 2021, 2022"
IQ17s0_Age_70_74,1,0.040597362318,-0.044519792385,0.125714517021,0.934821755824,0.349880165689,Gee,Interaction between IQ17 Subarachnoid Hemorrhage Diagnosis Stratum and 70 <= Age <= 74,v2025,"HCUP 2020, 2021, 2022"
IQ17s0_Age_85_89,1,-0.025184436649,-0.160257466343,0.109888593046,-0.365436304453,0.714785745307,Gee,Interaction between IQ17 Subarachnoid Hemorrhage Diagnosis Stratum and 85 <= Age <= 89,v2025,"HCUP 2020, 2021, 2022"
IQ17s0_Age_90Plus,1,0.017028754498,-0.145143500200,0.179201009195,0.205804288650,0.836943791056,Gee,Interaction between IQ17 Subarachnoid Hemorrhage Diagnosis Stratum and Age >= 90,v2025,"HCUP 2020, 2021, 2022"
IQ17s0_COVIDDX,1,-0.185094691582,-0.333971036668,-0.036218346496,-2.436780195140,0.014818683932,Gee,Interaction between IQ17 Subarachnoid Hemorrhage Diagnosis Stratum and COVID-19 Diagnosis,v2025,"HCUP 2020, 2021, 2022"
IQ17s0_DNR,1,0.411564486287,0.314496648215,0.508632324358,8.310183748410,0.000000000000,Gee,Interaction between IQ17 Subarachnoid Hemorrhage Diagnosis Stratum and Do not resuscitate flag,v2025,"HCUP 2020, 2021, 2022"
IQ17s0_MALE,1,-0.038734232119,-0.094374171306,0.016905707069,-1.364446134021,0.172427196515,Gee,Interaction between IQ17 Subarachnoid Hemorrhage Diagnosis Stratum and Patient Sex Flag: 1=Male / 0=Female,v2025,"HCUP 2020, 2021, 2022"
IQ17s0_Q1,1,-0.020915539642,-0.117202577022,0.075371497737,-0.425744789035,0.670293821615,Gee,"Interaction between IQ17 Subarachnoid Hemorrhage Diagnosis Stratum and Quarter 1, 2020",v2025,"HCUP 2020, 2021, 2022"
IQ17s0_Q10,1,-0.032670013923,-0.125334956177,0.059994928330,-0.691006211266,0.489561637715,Gee,"Interaction between IQ17 Subarachnoid Hemorrhage Diagnosis Stratum and Quarter 2, 2022",v2025,"HCUP 2020, 2021, 2022"
IQ17s0_Q2,1,0.250008383934,0.153238567576,0.346778200292,5.063639126177,0.000000411328,Gee,"Interaction between IQ17 Subarachnoid Hemorrhage Diagnosis Stratum and Quarter 2, 2020",v2025,"HCUP 2020, 2021, 2022"
IQ17s0_Q6,1,0.080771067311,-0.010931425877,0.172473560498,1.726325832800,0.084288810448,Gee,"Interaction between IQ17 Subarachnoid Hemorrhage Diagnosis Stratum and Quarter 2, 2021",v2025,"HCUP 2020, 2021, 2022"
