VARIABLE,DF,Estimate,STDERR,WALDCHISQ,ProbChiSq,LABEL,SoftwareVersion,SrcData
Intercept,1,-8.909091783952,0.028515224211,97614.264180107,0.000000000000,Intercept,v2023,"HCUP 2019, 2020"
FEMALE,1,1.386589816306,0.032026220028,1874.4965542018,0.000000000000,Female,v2023,"HCUP 2019, 2020"
AGECAT2,1,-1.197241940805,0.057345152998,435.88348345860,0.000000000000,Age 5-9,v2023,"HCUP 2019, 2020"
AGECAT3,1,-1.371433468236,0.060651015756,511.29710078450,0.000000000000,Age 10-14,v2023,"HCUP 2019, 2020"
AGECAT4,1,-1.343085572735,0.073921883198,330.11200892313,0.000000000000,Age 15-17,v2023,"HCUP 2019, 2020"
FAGECAT2,1,0.367264125168,0.062842355572,34.154828153420,0.000000005090,"Female,Age 5-9",v2023,"HCUP 2019, 2020"
FAGECAT3,1,-0.167801415905,0.069098489044,5.897312481192,0.015164005865,"Female,Age 10-14",v2023,"HCUP 2019, 2020"
FAGECAT4,1,0.855553861631,0.078686591649,118.22062300396,0.000000000000,"Female,Age 15-17",v2023,"HCUP 2019, 2020"
YEAR2020,1,-0.288760918353,0.043895518175,43.274939405819,0.000000000048,"Year indicator, =1 for year >=2020; =0 otherwise",v2023,"HCUP 2019, 2020"
YEAR2020_FEMALE,1,0.038453320414,0.049190301558,0.611094990418,0.434375824558,"Year >=2020, Female",v2023,"HCUP 2019, 2020"
YEAR2020_AGE2,1,0.263883332773,0.083386372103,10.014603566654,0.001553038408,"Year >=2020, Age 5-9",v2023,"HCUP 2019, 2020"
YEAR2020_AGE3,1,-0.113460467245,0.094560574550,1.439689810096,0.230189542501,"Year >=2020, Age 10-14",v2023,"HCUP 2019, 2020"
YEAR2020_AGE4,1,0.112202551944,0.109337300600,1.053097966880,0.304794674632,"Year >=2020, Age 15-17",v2023,"HCUP 2019, 2020"
YEAR2020_FEMALE_AGE2,1,-0.293317611702,0.092150793189,10.131602086926,0.001457486720,"Year >=2020, Female, Age 5-9",v2023,"HCUP 2019, 2020"
YEAR2020_FEMALE_AGE3,1,0.215619993352,0.106382175076,4.108093555469,0.042678445889,"Year >=2020, Female, Age 10-14",v2023,"HCUP 2019, 2020"
YEAR2020_FEMALE_AGE4,1,-0.152887864733,0.116767934801,1.714347396029,0.190422288249,"Year >=2020, Female, Age 15-17",v2023,"HCUP 2019, 2020"
