VARIABLE,DF,Estimate,STDERR,WALDCHISQ,ProbChiSq,LABEL,SoftwareVersion,SrcData
Intercept,1,-8.088269031877,0.027107468078,89029.363117793,0.000000000000,Intercept,v2025,HCUP 2022
FEMALE,1,0.104078672429,0.025886284404,16.165310516643,0.000058047460,Female,v2025,HCUP 2022
AGECAT2,1,0.853858791049,0.021524846730,1573.5913981196,0.000000000000,Age 5-9,v2025,HCUP 2022
AGECAT3,1,0.290013616236,0.022463303085,166.68232267617,0.000000000000,Age 10-14,v2025,HCUP 2022
FAGECAT2,1,-0.356761132037,0.030798590225,134.18173141718,0.000000000000,"Female,Age 5-9",v2025,HCUP 2022
FAGECAT3,1,-0.198889412038,0.031854521662,38.983529054631,0.000000000427,"Female,Age 10-14",v2025,HCUP 2022
POVCAT2,1,0.087808741347,0.028523812191,9.476770589284,0.002080899507,Poverty category 2: Estimated percent of people of all ages in poverty larger than 7.4% and less than or equal to 8.7%,v2025,HCUP 2022
POVCAT3,1,0.137504026983,0.027893963796,24.300229131713,0.000000824293,Poverty category 3: Estimated percent of people of all ages in poverty larger than 8.7% and less than or equal to 10.1%,v2025,HCUP 2022
POVCAT4,1,0.336775415313,0.027413317715,150.92374103114,0.000000000000,Poverty category 4: Estimated percent of people of all ages in poverty larger than 10.1% and less than or equal to 10.9%,v2025,HCUP 2022
POVCAT5,1,0.332207472653,0.027972324467,141.04629414853,0.000000000000,Poverty category 5: Estimated percent of people of all ages in poverty larger than 10.9% and less than or equal to 12.2%,v2025,HCUP 2022
POVCAT6,1,0.350562248204,0.027472827002,162.82593775713,0.000000000000,Poverty category 6: Estimated percent of people of all ages in poverty larger than 12.2% and less than or equal to 13.5%,v2025,HCUP 2022
POVCAT7,1,0.421552628355,0.027298233175,238.47042446941,0.000000000000,Poverty category 7: Estimated percent of people of all ages in poverty larger than 13.5% and less than or equal to 14.2%,v2025,HCUP 2022
POVCAT8,1,0.558697300026,0.025851450867,467.07142776127,0.000000000000,Poverty category 8: Estimated percent of people of all ages in poverty larger than 14.2% and less than or equal to 15.9%,v2025,HCUP 2022
POVCAT9,1,0.458023307373,0.026712818518,293.99214683457,0.000000000000,Poverty category 9: Estimated percent of people of all ages in poverty larger than 15.9% and less than or equal to 18.4%,v2025,HCUP 2022
POVCAT10,1,0.816235637344,0.024894553336,1075.0345644685,0.000000000000,Poverty category 10: Estimated percent of people of all ages in poverty larger than 18.4% and less than or equal to 42.4%,v2025,HCUP 2022
