VARIABLE,DF,Estimate,STDERR,WALDCHISQ,ProbChiSq,LABEL,SoftwareVersion,SrcData
Intercept,1,-7.062726549183,0.011654173989,367266.89941503,0.000000000000,Intercept,v2025,HCUP 2022
FEMALE,1,-0.184698682568,0.017506377435,111.31021465784,0.000000000000,Female,v2025,HCUP 2022
AGECAT2,1,-1.480535961297,0.025637819665,3334.8457002323,0.000000000000,Age 5-9,v2025,HCUP 2022
AGECAT3,1,-2.438872293337,0.037898642031,4141.2440254666,0.000000000000,Age 10-14,v2025,HCUP 2022
AGECAT4,1,-2.447752949773,0.047388613385,2668.0082170216,0.000000000000,Age 15-17,v2025,HCUP 2022
FAGECAT2,1,0.117103605680,0.037574309753,9.713114589728,0.001829576808,"Female,Age 5-9",v2025,HCUP 2022
FAGECAT3,1,0.113641510010,0.055437697127,4.202073346124,0.040374586935,"Female,Age 10-14",v2025,HCUP 2022
FAGECAT4,1,0.447526132261,0.064165241912,48.644879075809,0.000000000003,"Female,Age 15-17",v2025,HCUP 2022
