VARIABLE,DF,Estimate,STDERR,WALDCHISQ,ProbChiSq,LABEL,SoftwareVersion,SrcData
Intercept,1,-2.557522873612,0.002817803424,823792.18580984,0.000000000000,Intercept,v2025,HCUP 2022
FEMALE,1,-0.138957978653,0.003623705145,1470.4872758710,0.000000000000,Female,v2025,HCUP 2022
AGECAT9,1,-2.022625122596,0.004342934829,216902.30625056,0.000000000000,Age 40-44,v2025,HCUP 2022
AGECAT10,1,-1.802472906434,0.004197464614,184401.05598469,0.000000000000,Age 45-49,v2025,HCUP 2022
AGECAT11,1,-1.575982803939,0.003908906723,162552.00652265,0.000000000000,Age 50-54,v2025,HCUP 2022
AGECAT12,1,-1.301723558592,0.003688094479,124575.73365985,0.000000000000,Age 55-59,v2025,HCUP 2022
AGECAT13,1,-1.130614992085,0.003575976573,99963.199959872,0.000000000000,Age 60-64,v2025,HCUP 2022
AGECAT14,1,-1.034055789501,0.003617183208,81723.494536832,0.000000000000,Age 65-69,v2025,HCUP 2022
AGECAT15,1,-0.907611354622,0.003703871301,60046.550751059,0.000000000000,Age 70-74,v2025,HCUP 2022
AGECAT16,1,-0.655345733353,0.003808477448,29609.984227580,0.000000000000,Age 75-79,v2025,HCUP 2022
AGECAT17,1,-0.338488787852,0.004068696380,6921.1459940134,0.000000000000,Age 80-84,v2025,HCUP 2022
FAGECAT9,1,0.151161459711,0.005911245988,653.91920094678,0.000000000000,"Female,Age 40-44",v2025,HCUP 2022
FAGECAT10,1,0.136885787164,0.005696873036,577.35593457484,0.000000000000,"Female,Age 45-49",v2025,HCUP 2022
FAGECAT11,1,0.090439111242,0.005302944401,290.85626586708,0.000000000000,"Female,Age 50-54",v2025,HCUP 2022
FAGECAT12,1,0.018956899022,0.004996808931,14.392926487075,0.000148358554,"Female,Age 55-59",v2025,HCUP 2022
FAGECAT13,1,0.011455928425,0.004812992763,5.665394619695,0.017302823865,"Female,Age 60-64",v2025,HCUP 2022
FAGECAT14,1,0.004642738973,0.004855345728,0.914341043928,0.338965229620,"Female,Age 65-69",v2025,HCUP 2022
FAGECAT15,1,0.029041250284,0.004944894226,34.491859383903,0.000000004280,"Female,Age 70-74",v2025,HCUP 2022
FAGECAT16,1,0.053699247353,0.005056373723,112.78674572917,0.000000000000,"Female,Age 75-79",v2025,HCUP 2022
FAGECAT17,1,0.034339882772,0.005365776757,40.957403507188,0.000000000156,"Female,Age 80-84",v2025,HCUP 2022
