VARIABLE,DF,Estimate,STDERR,WALDCHISQ,ProbChiSq,LABEL,SoftwareVersion,SrcData
Intercept,1,-5.664157433757,0.007546953702,563283.79906004,0.000000000000,Intercept,v2025,HCUP 2022
FEMALE,1,0.522185934427,0.008428962178,3837.9748881575,0.000000000000,Female,v2025,HCUP 2022
AGECAT2,1,1.486647013250,0.007429081650,40044.738532529,0.000000000000,Age 5-9,v2025,HCUP 2022
AGECAT3,1,0.706619003095,0.008181216840,7459.9311330410,0.000000000000,Age 10-14,v2025,HCUP 2022
AGECAT4,1,0.173855817005,0.010311859040,284.25264662056,0.000000000000,Age 15-17,v2025,HCUP 2022
AGECAT5,1,0.301994892620,0.008220856604,1349.4756436816,0.000000000000,Age 18-24,v2025,HCUP 2022
AGECAT6,1,0.253031113511,0.008837609018,819.74407256495,0.000000000000,Age 25-29,v2025,HCUP 2022
AGECAT7,1,0.184594470004,0.008886861145,431.46004455226,0.000000000000,Age 30-34,v2025,HCUP 2022
FAGECAT2,1,-1.037318974985,0.010056789145,10639.126071374,0.000000000000,"Female,Age 5-9",v2025,HCUP 2022
FAGECAT3,1,-0.829896917195,0.011233230718,5458.0680348924,0.000000000000,"Female,Age 10-14",v2025,HCUP 2022
FAGECAT4,1,-0.328587601119,0.013671344561,577.67009511326,0.000000000000,"Female,Age 15-17",v2025,HCUP 2022
FAGECAT5,1,-0.196027311286,0.010584512225,342.99790591383,0.000000000000,"Female,Age 18-24",v2025,HCUP 2022
FAGECAT6,1,-0.175684327646,0.011387715870,238.00868037563,0.000000000000,"Female,Age 25-29",v2025,HCUP 2022
FAGECAT7,1,-0.122294085263,0.011387930620,115.32442043144,0.000000000000,"Female,Age 30-34",v2025,HCUP 2022
POVCAT1,1,-0.860136206584,0.006740639214,16282.920157110,0.000000000000,Poverty category 1: Estimated percent of people of all ages in poverty less than or equal to 7.4,v2025,HCUP 2022
POVCAT2,1,-0.697341966951,0.006297336650,12262.465062467,0.000000000000,Poverty category 2: Estimated percent of people of all ages in poverty larger than 7.4% and less than or equal to 8.7%,v2025,HCUP 2022
POVCAT3,1,-0.569377564715,0.005931667286,9213.9772427850,0.000000000000,Poverty category 3: Estimated percent of people of all ages in poverty larger than 8.7% and less than or equal to 10.1%,v2025,HCUP 2022
POVCAT4,1,-0.449597934921,0.005747452892,6119.2440590087,0.000000000000,Poverty category 4: Estimated percent of people of all ages in poverty larger than 10.1% and less than or equal to 10.9%,v2025,HCUP 2022
POVCAT5,1,-0.458345152685,0.006028294884,5780.9113384621,0.000000000000,Poverty category 5: Estimated percent of people of all ages in poverty larger than 10.9% and less than or equal to 12.2%,v2025,HCUP 2022
POVCAT6,1,-0.250661132935,0.005501156199,2076.1849747215,0.000000000000,Poverty category 6: Estimated percent of people of all ages in poverty larger than 12.2% and less than or equal to 13.5%,v2025,HCUP 2022
POVCAT7,1,-0.272258231697,0.005452058578,2493.6816663417,0.000000000000,Poverty category 7: Estimated percent of people of all ages in poverty larger than 13.5% and less than or equal to 14.2%,v2025,HCUP 2022
POVCAT8,1,-0.155668668279,0.005268355130,873.07657435337,0.000000000000,Poverty category 8: Estimated percent of people of all ages in poverty larger than 14.2% and less than or equal to 15.9%,v2025,HCUP 2022
POVCAT9,1,-0.230127555080,0.005465714663,1772.7330258010,0.000000000000,Poverty category 9: Estimated percent of people of all ages in poverty larger than 15.9% and less than or equal to 18.4%,v2025,HCUP 2022
