VARIABLE,DF,Estimate,STDERR,WALDCHISQ,ProbChiSq,LABEL,SoftwareVersion,SrcData
Intercept,1,-4.782641136487,0.007470423547,409869.06306643,0.000000000000,Intercept,v2025,HCUP 2022
FEMALE,1,0.544788879782,0.008644312845,3971.8744897331,0.000000000000,Female,v2025,HCUP 2022
AGECAT1,1,-5.552718990218,0.045815655930,14688.707192554,0.000000000000,Age 18-24,v2025,HCUP 2022
AGECAT2,1,-5.126493107160,0.043481397928,13900.606809365,0.000000000000,Age 25-29,v2025,HCUP 2022
AGECAT3,1,-4.857763142053,0.037319931071,16943.027075779,0.000000000000,Age 30-34,v2025,HCUP 2022
AGECAT4,1,-4.600201115550,0.033701782156,18631.503559756,0.000000000000,Age 35-39,v2025,HCUP 2022
AGECAT5,1,-4.306834515193,0.029996403531,20614.746325249,0.000000000000,Age 40-44,v2025,HCUP 2022
AGECAT6,1,-4.094070412840,0.028421679779,20749.666999485,0.000000000000,Age 45-49,v2025,HCUP 2022
AGECAT7,1,-3.719552215126,0.023317614401,25445.622921496,0.000000000000,Age 50-54,v2025,HCUP 2022
AGECAT8,1,-3.260355916382,0.019103141541,29128.655397570,0.000000000000,Age 55-59,v2025,HCUP 2022
AGECAT9,1,-2.787414719618,0.015791390261,31157.488611592,0.000000000000,Age 60-64,v2025,HCUP 2022
AGECAT10,1,-2.305034331786,0.013940958559,27338.175307033,0.000000000000,Age 65-69,v2025,HCUP 2022
AGECAT11,1,-1.752311075497,0.012521197535,19585.320268390,0.000000000000,Age 70-74,v2025,HCUP 2022
AGECAT12,1,-1.181801347890,0.011753593140,10109.918522678,0.000000000000,Age 75-79,v2025,HCUP 2022
AGECAT13,1,-0.603942859007,0.011711648792,2659.2282787255,0.000000000000,Age 80-84,v2025,HCUP 2022
FAGECAT1,1,1.592355452756,0.048677574325,1070.0946225836,0.000000000000,"Female,Age 18-24",v2025,HCUP 2022
FAGECAT2,1,1.248008591551,0.047168861943,700.04241475589,0.000000000000,"Female,Age 25-29",v2025,HCUP 2022
FAGECAT3,1,1.112702468870,0.040890051882,740.49610782046,0.000000000000,"Female,Age 30-34",v2025,HCUP 2022
FAGECAT4,1,0.976481113975,0.037361744553,683.08288272558,0.000000000000,"Female,Age 35-39",v2025,HCUP 2022
FAGECAT5,1,0.834148011024,0.033667220721,613.86334948785,0.000000000000,"Female,Age 40-44",v2025,HCUP 2022
FAGECAT6,1,0.749153867430,0.032126468502,543.77104070609,0.000000000000,"Female,Age 45-49",v2025,HCUP 2022
FAGECAT7,1,0.560628484508,0.026897924671,434.42296301408,0.000000000000,"Female,Age 50-54",v2025,HCUP 2022
FAGECAT8,1,0.314119999712,0.022609066884,193.03048395849,0.000000000000,"Female,Age 55-59",v2025,HCUP 2022
FAGECAT9,1,0.128557992231,0.019022942698,45.671235775234,0.000000000014,"Female,Age 60-64",v2025,HCUP 2022
FAGECAT10,1,0.064679004803,0.016784246641,14.849880277353,0.000116415459,"Female,Age 65-69",v2025,HCUP 2022
FAGECAT11,1,0.052441877952,0.014963865938,12.281993226972,0.000457349645,"Female,Age 70-74",v2025,HCUP 2022
FAGECAT12,1,0.027950274284,0.013985910641,3.993839886587,0.045666879703,"Female,Age 75-79",v2025,HCUP 2022
FAGECAT13,1,-0.000441455249,0.013836155941,0.001017987569,0.974547079593,"Female,Age 80-84",v2025,HCUP 2022
