VARIABLE,DF,Estimate,STDERR,WALDCHISQ,ProbChiSq,LABEL,SoftwareVersion,SrcData
Intercept,1,-7.561519274492,0.029742657632,64633.635260851,0.000000000000,Intercept,v2025,HCUP 2022
FEMALE,1,-0.151571547557,0.038458155634,15.533111666662,0.000081072664,Female,v2025,HCUP 2022
AGECAT1,1,0.613543566780,0.030883816632,394.66524479123,0.000000000000,Age 18-24,v2025,HCUP 2022
AGECAT2,1,0.663126117504,0.031227772818,450.93115697595,0.000000000000,Age 25-29,v2025,HCUP 2022
AGECAT3,1,0.645205007059,0.031184953542,428.06059939832,0.000000000000,Age 30-34,v2025,HCUP 2022
AGECAT4,1,0.634516454818,0.031264142638,411.90089085957,0.000000000000,Age 35-39,v2025,HCUP 2022
AGECAT5,1,0.659224057274,0.031297231681,443.66405684048,0.000000000000,Age 40-44,v2025,HCUP 2022
AGECAT6,1,0.608609089018,0.031537801442,372.40374399669,0.000000000000,Age 45-49,v2025,HCUP 2022
AGECAT7,1,0.624942612758,0.031412328518,395.80385156378,0.000000000000,Age 50-54,v2025,HCUP 2022
AGECAT8,1,0.590816422464,0.031472927304,352.39589429069,0.000000000000,Age 55-59,v2025,HCUP 2022
AGECAT9,1,0.449062392933,0.031736169427,200.21857244170,0.000000000000,Age 60-64,v2025,HCUP 2022
AGECAT10,1,0.343212006464,0.032287304183,112.99555871462,0.000000000000,Age 65-69,v2025,HCUP 2022
AGECAT11,1,0.211647703470,0.033351986345,40.270193111942,0.000000000221,Age 70-74,v2025,HCUP 2022
AGECAT12,1,0.158295800097,0.035076752843,20.365731760554,0.000006396505,Age 75-79,v2025,HCUP 2022
AGECAT13,1,0.116788883040,0.038944913017,8.992936636755,0.002710251149,Age 80-84,v2025,HCUP 2022
FAGECAT1,1,0.218948987019,0.040195327067,29.671175120245,0.000000051190,"Female,Age 18-24",v2025,HCUP 2022
FAGECAT2,1,0.034309084499,0.040921923713,0.702920446485,0.401804118496,"Female,Age 25-29",v2025,HCUP 2022
FAGECAT3,1,-0.097986255625,0.041012066687,5.708302959845,0.016884854505,"Female,Age 30-34",v2025,HCUP 2022
FAGECAT4,1,-0.148470642540,0.041228684990,12.968274961994,0.000316813792,"Female,Age 35-39",v2025,HCUP 2022
FAGECAT5,1,-0.178215639284,0.041317089599,18.605107414327,0.000016078920,"Female,Age 40-44",v2025,HCUP 2022
FAGECAT6,1,-0.066627064530,0.041535478174,2.573137118335,0.108691990723,"Female,Age 45-49",v2025,HCUP 2022
FAGECAT7,1,-0.052909872854,0.041300781307,1.641182588404,0.200163289500,"Female,Age 50-54",v2025,HCUP 2022
FAGECAT8,1,-0.023101167088,0.041321238335,0.312551211245,0.576118863503,"Female,Age 55-59",v2025,HCUP 2022
FAGECAT9,1,0.006565107951,0.041662323897,0.024831145883,0.874788540771,"Female,Age 60-64",v2025,HCUP 2022
FAGECAT10,1,0.024442286987,0.042420529359,0.331994975209,0.564486729001,"Female,Age 65-69",v2025,HCUP 2022
FAGECAT11,1,0.080995940734,0.043798424965,3.419869402628,0.064416108981,"Female,Age 70-74",v2025,HCUP 2022
FAGECAT12,1,0.124425193777,0.046026838174,7.307929813336,0.006865097115,"Female,Age 75-79",v2025,HCUP 2022
FAGECAT13,1,0.126716175610,0.050924571670,6.191691999443,0.012835141161,"Female,Age 80-84",v2025,HCUP 2022
