VARIABLE,DF,Estimate,STDERR,WALDCHISQ,ProbChiSq,LABEL,SoftwareVersion,SrcData
Intercept,1,-3.313847183346,0.003998192087,686969.79775023,0.000000000000,Intercept,v2025,HCUP 2022
FEMALE,1,-0.126262931825,0.004077460555,958.89753452677,0.000000000000,Female,v2025,HCUP 2022
AGECAT1,1,-3.708827504566,0.007937080939,218349.22355318,0.000000000000,Age 18-24,v2025,HCUP 2022
AGECAT2,1,-3.420578581424,0.008067118753,179788.63857464,0.000000000000,Age 25-29,v2025,HCUP 2022
AGECAT3,1,-3.099739958554,0.006949795428,198932.83946774,0.000000000000,Age 30-34,v2025,HCUP 2022
AGECAT4,1,-2.796173351528,0.006315400333,196031.74846910,0.000000000000,Age 35-39,v2025,HCUP 2022
AGECAT5,1,-2.412242819475,0.005611366238,184801.21192641,0.000000000000,Age 40-44,v2025,HCUP 2022
AGECAT6,1,-2.072238131542,0.005190559319,159386.30572218,0.000000000000,Age 45-49,v2025,HCUP 2022
AGECAT7,1,-1.769411789659,0.004680720776,142900.04458883,0.000000000000,Age 50-54,v2025,HCUP 2022
AGECAT8,1,-1.467277501371,0.004346986364,113932.58754390,0.000000000000,Age 55-59,v2025,HCUP 2022
AGECAT9,1,-1.271935906292,0.004170128282,93031.843053988,0.000000000000,Age 60-64,v2025,HCUP 2022
AGECAT10,1,-1.151559028980,0.004193845375,75395.874216135,0.000000000000,Age 65-69,v2025,HCUP 2022
AGECAT11,1,-1.001274762434,0.004276467001,54819.653871796,0.000000000000,Age 70-74,v2025,HCUP 2022
AGECAT12,1,-0.741450413022,0.004394357339,28469.083295857,0.000000000000,Age 75-79,v2025,HCUP 2022
AGECAT13,1,-0.392966339438,0.004660320404,7110.1563439175,0.000000000000,Age 80-84,v2025,HCUP 2022
FAGECAT1,1,0.256537057176,0.010856562638,558.36158592800,0.000000000000,"Female,Age 18-24",v2025,HCUP 2022
FAGECAT2,1,0.123505552974,0.011331234265,118.80057214897,0.000000000000,"Female,Age 25-29",v2025,HCUP 2022
FAGECAT3,1,-0.053459281222,0.010070433500,28.180578135283,0.000000110508,"Female,Age 30-34",v2025,HCUP 2022
FAGECAT4,1,-0.128331243163,0.009251066316,192.43373724356,0.000000000000,"Female,Age 35-39",v2025,HCUP 2022
FAGECAT5,1,-0.189120800865,0.008215181953,529.96138082760,0.000000000000,"Female,Age 40-44",v2025,HCUP 2022
FAGECAT6,1,-0.227612421693,0.007563115183,905.71276752460,0.000000000000,"Female,Age 45-49",v2025,HCUP 2022
FAGECAT7,1,-0.243704767577,0.006730718845,1311.0074250614,0.000000000000,"Female,Age 50-54",v2025,HCUP 2022
FAGECAT8,1,-0.270752228988,0.006163404893,1929.7572612832,0.000000000000,"Female,Age 55-59",v2025,HCUP 2022
FAGECAT9,1,-0.222123908028,0.005793988634,1469.7224693047,0.000000000000,"Female,Age 60-64",v2025,HCUP 2022
FAGECAT10,1,-0.171027190767,0.005757626072,882.35512353773,0.000000000000,"Female,Age 65-69",v2025,HCUP 2022
FAGECAT11,1,-0.092902712747,0.005791978801,257.27812604059,0.000000000000,"Female,Age 70-74",v2025,HCUP 2022
FAGECAT12,1,-0.020625270559,0.005878999847,12.308139524099,0.000450987278,"Female,Age 75-79",v2025,HCUP 2022
FAGECAT13,1,-0.014828638844,0.006169412315,5.777167824088,0.016235682041,"Female,Age 80-84",v2025,HCUP 2022
POVCAT2,1,0.050536404939,0.003548229394,202.85480956913,0.000000000000,Poverty category 2: Estimated percent of people of all ages in poverty larger than 7.4% and less than or equal to 8.7%,v2025,HCUP 2022
POVCAT3,1,0.164270463091,0.003330470315,2432.8079641330,0.000000000000,Poverty category 3: Estimated percent of people of all ages in poverty larger than 8.7% and less than or equal to 10.1%,v2025,HCUP 2022
POVCAT4,1,0.234900027590,0.003436721723,4671.7263915105,0.000000000000,Poverty category 4: Estimated percent of people of all ages in poverty larger than 10.1% and less than or equal to 10.9%,v2025,HCUP 2022
POVCAT5,1,0.261327618238,0.003378120050,5984.3979018366,0.000000000000,Poverty category 5: Estimated percent of people of all ages in poverty larger than 10.9% and less than or equal to 12.2%,v2025,HCUP 2022
POVCAT6,1,0.393155210320,0.003294100910,14244.731677085,0.000000000000,Poverty category 6: Estimated percent of people of all ages in poverty larger than 12.2% and less than or equal to 13.5%,v2025,HCUP 2022
POVCAT7,1,0.371332681014,0.003370232673,12139.661505400,0.000000000000,Poverty category 7: Estimated percent of people of all ages in poverty larger than 13.5% and less than or equal to 14.2%,v2025,HCUP 2022
POVCAT8,1,0.464953101191,0.003220885558,20838.560221848,0.000000000000,Poverty category 8: Estimated percent of people of all ages in poverty larger than 14.2% and less than or equal to 15.9%,v2025,HCUP 2022
POVCAT9,1,0.522867158266,0.003248981531,25899.312950611,0.000000000000,Poverty category 9: Estimated percent of people of all ages in poverty larger than 15.9% and less than or equal to 18.4%,v2025,HCUP 2022
POVCAT10,1,0.675214610757,0.003165887878,45487.555936310,0.000000000000,Poverty category 10: Estimated percent of people of all ages in poverty larger than 18.4% and less than or equal to 42.4%,v2025,HCUP 2022
