VARIABLE,DF,Estimate,STDERR,WALDCHISQ,ProbChiSq,LABEL,SoftwareVersion,SrcData
Intercept,1,-4.679418578362,0.006860130546,465284.97599372,0.000000000000,Intercept,v2023,"HCUP 2019, 2020"
FEMALE,1,0.580103925169,0.007879428444,5420.2856723375,0.000000000000,Female,v2023,"HCUP 2019, 2020"
AGECAT1,1,-5.274463521835,0.037894795880,19373.025139099,0.000000000000,Age 18-24,v2023,"HCUP 2019, 2020"
AGECAT2,1,-4.942606517419,0.036435641042,18401.755047791,0.000000000000,Age 25-29,v2023,"HCUP 2019, 2020"
AGECAT3,1,-4.596635162516,0.031687360219,21043.014190809,0.000000000000,Age 30-34,v2023,"HCUP 2019, 2020"
AGECAT4,1,-4.389268380347,0.029317276012,22414.912163949,0.000000000000,Age 35-39,v2023,"HCUP 2019, 2020"
AGECAT5,1,-4.210328967593,0.028187737262,22310.619556468,0.000000000000,Age 40-44,v2023,"HCUP 2019, 2020"
AGECAT6,1,-3.848863669231,0.023641771152,26503.610356873,0.000000000000,Age 45-49,v2023,"HCUP 2019, 2020"
AGECAT7,1,-3.493229563260,0.020142344734,30076.978452554,0.000000000000,Age 50-54,v2023,"HCUP 2019, 2020"
AGECAT8,1,-3.096111054842,0.016605083360,34765.696921818,0.000000000000,Age 55-59,v2023,"HCUP 2019, 2020"
AGECAT9,1,-2.625296025909,0.014192902838,34214.807657339,0.000000000000,Age 60-64,v2023,"HCUP 2019, 2020"
AGECAT10,1,-2.150851555912,0.012757473267,28424.415440283,0.000000000000,Age 65-69,v2023,"HCUP 2019, 2020"
AGECAT11,1,-1.632415511697,0.011578198429,19878.309547460,0.000000000000,Age 70-74,v2023,"HCUP 2019, 2020"
AGECAT12,1,-1.097782205882,0.011133842420,9721.7004051853,0.000000000000,Age 75-79,v2023,"HCUP 2019, 2020"
AGECAT13,1,-0.562520107528,0.010950032581,2639.0357860920,0.000000000000,Age 80-84,v2023,"HCUP 2019, 2020"
FAGECAT1,1,1.652749052588,0.040087321207,1699.8075811654,0.000000000000,"Female,Age 18-24",v2023,"HCUP 2019, 2020"
FAGECAT2,1,1.356861420787,0.039184923384,1199.0381050531,0.000000000000,"Female,Age 25-29",v2023,"HCUP 2019, 2020"
FAGECAT3,1,1.094968440958,0.034686648216,996.50282146026,0.000000000000,"Female,Age 30-34",v2023,"HCUP 2019, 2020"
FAGECAT4,1,0.956666584606,0.032404617805,871.58029385651,0.000000000000,"Female,Age 35-39",v2023,"HCUP 2019, 2020"
FAGECAT5,1,0.893647949036,0.031292547449,815.55092963551,0.000000000000,"Female,Age 40-44",v2023,"HCUP 2019, 2020"
FAGECAT6,1,0.617520079319,0.026931756162,525.74217794704,0.000000000000,"Female,Age 45-49",v2023,"HCUP 2019, 2020"
FAGECAT7,1,0.417983871564,0.023435145957,318.11468899399,0.000000000000,"Female,Age 50-54",v2023,"HCUP 2019, 2020"
