VARIABLE,DF,Estimate,STDERR,WALDCHISQ,ProbChiSq,LABEL,SoftwareVersion,SrcData
Intercept,1,-6.247648829773,0.014444596142,187077.86863846,0.000000000000,Intercept,v2025,HCUP 2022
FEMALE,1,-0.756174746417,0.019040664186,1577.1759700891,0.000000000000,Female,v2025,HCUP 2022
AGECAT1,1,-4.581950763667,0.049019520322,8737.0077671746,0.000000000000,Age 18-24,v2025,HCUP 2022
AGECAT2,1,-3.117546151679,0.029685639232,11028.919643442,0.000000000000,Age 25-29,v2025,HCUP 2022
AGECAT3,1,-2.373710012248,0.022132048831,11503.025532414,0.000000000000,Age 30-34,v2025,HCUP 2022
AGECAT4,1,-1.794118247919,0.018881307094,9028.9659480660,0.000000000000,Age 35-39,v2025,HCUP 2022
AGECAT5,1,-1.184271813470,0.016546346824,5122.6954727809,0.000000000000,Age 40-44,v2025,HCUP 2022
AGECAT6,1,-0.659635188613,0.015343654627,1848.2044088067,0.000000000000,Age 45-49,v2025,HCUP 2022
AGECAT7,1,-0.348490180670,0.014603520202,569.46361349226,0.000000000000,Age 50-54,v2025,HCUP 2022
AGECAT8,1,-0.058030173972,0.014168269128,16.775448871158,0.000042074158,Age 55-59,v2025,HCUP 2022
AGECAT9,1,0.044621180295,0.014041646730,10.098247776039,0.001484103704,Age 60-64,v2025,HCUP 2022
AGECAT10,1,0.064254083503,0.014199608936,20.476168699229,0.000006037835,Age 65-69,v2025,HCUP 2022
AGECAT11,1,0.057233356551,0.014564099982,15.442980742268,0.000085032170,Age 70-74,v2025,HCUP 2022
AGECAT12,1,0.071745038354,0.015256734847,22.113655883651,0.000002569752,Age 75-79,v2025,HCUP 2022
AGECAT13,1,0.132357544454,0.016670610657,63.036832939468,0.000000000000,Age 80-84,v2025,HCUP 2022
FAGECAT1,1,1.574230748760,0.060258223137,682.50233180161,0.000000000000,"Female,Age 18-24",v2025,HCUP 2022
FAGECAT2,1,1.172444698083,0.039603300483,876.43956022638,0.000000000000,"Female,Age 25-29",v2025,HCUP 2022
FAGECAT3,1,0.792973341057,0.031784212477,622.43536987805,0.000000000000,"Female,Age 30-34",v2025,HCUP 2022
FAGECAT4,1,0.572488228678,0.028159927334,413.30443257188,0.000000000000,"Female,Age 35-39",v2025,HCUP 2022
FAGECAT5,1,0.337651443509,0.025344828866,177.48370873649,0.000000000000,"Female,Age 40-44",v2025,HCUP 2022
FAGECAT6,1,0.134486015075,0.023834132644,31.838716110571,0.000000016752,"Female,Age 45-49",v2025,HCUP 2022
FAGECAT7,1,0.061910650663,0.022622336700,7.489551523873,0.006205800976,"Female,Age 50-54",v2025,HCUP 2022
FAGECAT8,1,-0.087158485732,0.022004710961,15.688738201571,0.000074667429,"Female,Age 55-59",v2025,HCUP 2022
FAGECAT9,1,-0.105667177890,0.021725678857,23.655574840173,0.000001152117,"Female,Age 60-64",v2025,HCUP 2022
FAGECAT10,1,-0.098262175700,0.021960756000,20.020650241236,0.000007661036,"Female,Age 65-69",v2025,HCUP 2022
FAGECAT11,1,-0.037576604447,0.022460609836,2.798929624341,0.094327259305,"Female,Age 70-74",v2025,HCUP 2022
FAGECAT12,1,-0.011063420009,0.023559151446,0.220525853888,0.638639535901,"Female,Age 75-79",v2025,HCUP 2022
FAGECAT13,1,-0.047953406232,0.025810875757,3.451703177294,0.063186627370,"Female,Age 80-84",v2025,HCUP 2022
POVCAT2,1,0.017907229044,0.009896452841,3.274143109715,0.070379671192,Poverty category 2: Estimated percent of people of all ages in poverty larger than 7.4% and less than or equal to 8.7%,v2025,HCUP 2022
POVCAT3,1,0.233240132673,0.009112104376,655.19290824469,0.000000000000,Poverty category 3: Estimated percent of people of all ages in poverty larger than 8.7% and less than or equal to 10.1%,v2025,HCUP 2022
POVCAT4,1,0.285843749072,0.009418352731,921.10151359531,0.000000000000,Poverty category 4: Estimated percent of people of all ages in poverty larger than 10.1% and less than or equal to 10.9%,v2025,HCUP 2022
POVCAT5,1,0.282835078532,0.009364266054,912.26088705147,0.000000000000,Poverty category 5: Estimated percent of people of all ages in poverty larger than 10.9% and less than or equal to 12.2%,v2025,HCUP 2022
POVCAT6,1,0.442450405799,0.009039258029,2395.8720891010,0.000000000000,Poverty category 6: Estimated percent of people of all ages in poverty larger than 12.2% and less than or equal to 13.5%,v2025,HCUP 2022
POVCAT7,1,0.472638609289,0.009134672740,2677.1481534622,0.000000000000,Poverty category 7: Estimated percent of people of all ages in poverty larger than 13.5% and less than or equal to 14.2%,v2025,HCUP 2022
POVCAT8,1,0.538336197701,0.008810291346,3733.5900023440,0.000000000000,Poverty category 8: Estimated percent of people of all ages in poverty larger than 14.2% and less than or equal to 15.9%,v2025,HCUP 2022
POVCAT9,1,0.594293291618,0.008874249118,4484.7519128440,0.000000000000,Poverty category 9: Estimated percent of people of all ages in poverty larger than 15.9% and less than or equal to 18.4%,v2025,HCUP 2022
POVCAT10,1,0.771307310655,0.008620298148,8005.9029588412,0.000000000000,Poverty category 10: Estimated percent of people of all ages in poverty larger than 18.4% and less than or equal to 42.4%,v2025,HCUP 2022
