VARIABLE,DF,Estimate,STDERR,WALDCHISQ,ProbChiSq,LABEL,SoftwareVersion,SrcData
Intercept,1,-2.926919504640,0.003444474345,722063.92670092,0.000000000000,Intercept,v2025,HCUP 2022
FEMALE,1,-0.025505760919,0.003410382949,55.933278021279,0.000000000000,Female,v2025,HCUP 2022
AGECAT1,1,-3.989463887729,0.007482807954,284249.61033502,0.000000000000,Age 18-24,v2025,HCUP 2022
AGECAT2,1,-3.693341854238,0.007584653576,237119.63421310,0.000000000000,Age 25-29,v2025,HCUP 2022
AGECAT3,1,-3.367086062208,0.006482164331,269816.41060383,0.000000000000,Age 30-34,v2025,HCUP 2022
AGECAT4,1,-3.066377958702,0.005868779640,272995.67271638,0.000000000000,Age 35-39,v2025,HCUP 2022
AGECAT5,1,-2.688888495707,0.005188474014,268575.43890575,0.000000000000,Age 40-44,v2025,HCUP 2022
AGECAT6,1,-2.356029694833,0.004782001567,242740.41583293,0.000000000000,Age 45-49,v2025,HCUP 2022
AGECAT7,1,-2.043364922218,0.004256684724,230435.24104617,0.000000000000,Age 50-54,v2025,HCUP 2022
AGECAT8,1,-1.728010022976,0.003907054817,195611.10446197,0.000000000000,Age 55-59,v2025,HCUP 2022
AGECAT9,1,-1.503288131448,0.003704481543,164675.72600176,0.000000000000,Age 60-64,v2025,HCUP 2022
AGECAT10,1,-1.347967562451,0.003699143706,132787.28039468,0.000000000000,Age 65-69,v2025,HCUP 2022
AGECAT11,1,-1.148254924412,0.003736809705,94422.320366350,0.000000000000,Age 70-74,v2025,HCUP 2022
AGECAT12,1,-0.839168780805,0.003804381540,48655.339360763,0.000000000000,Age 75-79,v2025,HCUP 2022
AGECAT13,1,-0.447120631371,0.004005577100,12460.034037952,0.000000000000,Age 80-84,v2025,HCUP 2022
FAGECAT1,1,0.295342342824,0.009950820937,880.91419594913,0.000000000000,"Female,Age 18-24",v2025,HCUP 2022
FAGECAT2,1,0.152138759272,0.010365378835,215.43158742566,0.000000000000,"Female,Age 25-29",v2025,HCUP 2022
FAGECAT3,1,-0.016296734352,0.009122555675,3.191303639535,0.074030952625,"Female,Age 30-34",v2025,HCUP 2022
FAGECAT4,1,-0.092991031694,0.008361215497,123.69248037477,0.000000000000,"Female,Age 35-39",v2025,HCUP 2022
FAGECAT5,1,-0.160808306296,0.007416034421,470.19010118262,0.000000000000,"Female,Age 40-44",v2025,HCUP 2022
FAGECAT6,1,-0.209063806903,0.006829986984,936.95332459318,0.000000000000,"Female,Age 45-49",v2025,HCUP 2022
FAGECAT7,1,-0.233962129394,0.006021854982,1509.4910611410,0.000000000000,"Female,Age 50-54",v2025,HCUP 2022
FAGECAT8,1,-0.265554000514,0.005459107947,2366.2592938044,0.000000000000,"Female,Age 55-59",v2025,HCUP 2022
FAGECAT9,1,-0.230200280412,0.005077130757,2055.7722519174,0.000000000000,"Female,Age 60-64",v2025,HCUP 2022
FAGECAT10,1,-0.182678312167,0.005003189161,1333.1534304559,0.000000000000,"Female,Age 65-69",v2025,HCUP 2022
FAGECAT11,1,-0.100811608655,0.004974811043,410.64629643272,0.000000000000,"Female,Age 70-74",v2025,HCUP 2022
FAGECAT12,1,-0.034757479954,0.005002214404,48.280522005927,0.000000000004,"Female,Age 75-79",v2025,HCUP 2022
FAGECAT13,1,-0.024754511698,0.005207940079,22.593149211647,0.000002001972,"Female,Age 80-84",v2025,HCUP 2022
POVCAT2,1,0.039882829871,0.003132913553,162.05972924131,0.000000000000,Poverty category 2: Estimated percent of people of all ages in poverty larger than 7.4% and less than or equal to 8.7%,v2025,HCUP 2022
POVCAT3,1,0.152331752026,0.002937785972,2688.6889899835,0.000000000000,Poverty category 3: Estimated percent of people of all ages in poverty larger than 8.7% and less than or equal to 10.1%,v2025,HCUP 2022
POVCAT4,1,0.203104999958,0.003047839214,4440.7581822438,0.000000000000,Poverty category 4: Estimated percent of people of all ages in poverty larger than 10.1% and less than or equal to 10.9%,v2025,HCUP 2022
POVCAT5,1,0.244495950216,0.002981776981,6723.4630804646,0.000000000000,Poverty category 5: Estimated percent of people of all ages in poverty larger than 10.9% and less than or equal to 12.2%,v2025,HCUP 2022
POVCAT6,1,0.366954425803,0.002916163592,15834.359210461,0.000000000000,Poverty category 6: Estimated percent of people of all ages in poverty larger than 12.2% and less than or equal to 13.5%,v2025,HCUP 2022
POVCAT7,1,0.320088307169,0.003002035141,11368.628529075,0.000000000000,Poverty category 7: Estimated percent of people of all ages in poverty larger than 13.5% and less than or equal to 14.2%,v2025,HCUP 2022
POVCAT8,1,0.449302279928,0.002844841356,24943.715195663,0.000000000000,Poverty category 8: Estimated percent of people of all ages in poverty larger than 14.2% and less than or equal to 15.9%,v2025,HCUP 2022
POVCAT9,1,0.498292722145,0.002876648373,30005.131173073,0.000000000000,Poverty category 9: Estimated percent of people of all ages in poverty larger than 15.9% and less than or equal to 18.4%,v2025,HCUP 2022
POVCAT10,1,0.647582562060,0.002804238941,53328.609457798,0.000000000000,Poverty category 10: Estimated percent of people of all ages in poverty larger than 18.4% and less than or equal to 42.4%,v2025,HCUP 2022
