Variable,DF,Estimate,LowerCL,UpperCL,ZStat,ProbZStat,Model,zlabel,SoftVer,SrcData
Intercept,1,-6.760553283096,-6.952151029748,-6.568955536445,-69.15760327034,0.000000000000,Gee,Intercept,v2025,"HCUP 2020, 2021, 2022"
Age_LT30,1,-1.479663440471,-1.682982673354,-1.276344207588,-14.26371234751,0.000000000000,Gee,Age < 30,v2025,"HCUP 2020, 2021, 2022"
Age_30_34,1,-0.807641834700,-0.961256023509,-0.654027645891,-10.30470505813,0.000000000000,Gee,30 <= Age <= 34,v2025,"HCUP 2020, 2021, 2022"
Age_35_39,1,-1.099217695703,-1.285319125354,-0.913116266053,-11.57662839447,0.000000000000,Gee,35 <= Age <= 39,v2025,"HCUP 2020, 2021, 2022"
Age_40_44,1,-1.062002267489,-1.266033076454,-0.857971458523,-10.20182298120,0.000000000000,Gee,40 <= Age <= 44,v2025,"HCUP 2020, 2021, 2022"
Age_45_49,1,-0.611474860025,-0.711386155816,-0.511563564234,-11.99532739129,0.000000000000,Gee,45 <= Age <= 49,v2025,"HCUP 2020, 2021, 2022"
Age_50_54,1,-0.419661328510,-0.501804220940,-0.337518436079,-10.01329591944,0.000000000000,Gee,50 <= Age <= 54,v2025,"HCUP 2020, 2021, 2022"
Age_55_59,1,-0.254396294896,-0.345171830358,-0.163620759433,-5.492752791333,0.000000039572,Gee,55 <= Age <= 59,v2025,"HCUP 2020, 2021, 2022"
Age_60_64,1,-0.080209647900,-0.159068701599,-0.001350594202,-1.993531671048,0.046203259074,Gee,60 <= Age <= 64,v2025,"HCUP 2020, 2021, 2022"
Age_70_74,1,0.093147390193,0.016740173920,0.169554606465,2.389375492760,0.016877043275,Gee,70 <= Age <= 74,v2025,"HCUP 2020, 2021, 2022"
Age_75_79,1,0.292342901265,0.217072362161,0.367613440368,7.612295121569,0.000000000000,Gee,75 <= Age <= 79,v2025,"HCUP 2020, 2021, 2022"
Age_80_84,1,0.371496504675,0.309839394838,0.433153614512,11.809177748830,0.000000000000,Gee,80 <= Age <= 84,v2025,"HCUP 2020, 2021, 2022"
Age_85_89,1,0.473445046916,0.398147119842,0.548742973989,12.323516419073,0.000000000000,Gee,85 <= Age <= 89,v2025,"HCUP 2020, 2021, 2022"
Age_90Plus,1,0.462419057991,0.367187330529,0.557650785453,9.517045669371,0.000000000000,Gee,Age >= 90,v2025,"HCUP 2020, 2021, 2022"
MALE,1,-0.267408690379,-0.320184655216,-0.214632725542,-9.930872963059,0.000000000000,Gee,Patient Sex Flag: 1=Male / 0=Female,v2025,"HCUP 2020, 2021, 2022"
Age_LT30_MALE,1,1.019542400848,0.832243551517,1.206841250180,10.668866325157,0.000000000000,Gee,Age < 30 MALE,v2025,"HCUP 2020, 2021, 2022"
Age_35_39_MALE,1,0.529896059575,0.304552236471,0.755239882678,4.608855827570,0.000004048910,Gee,35 <= Age <= 39 MALE,v2025,"HCUP 2020, 2021, 2022"
Age_40_44_MALE,1,0.683319185008,0.431261695288,0.935376674729,5.313394948292,0.000000107601,Gee,40 <= Age <= 44 MALE,v2025,"HCUP 2020, 2021, 2022"
Age_55_59_MALE,1,-0.087967586191,-0.211787780377,0.035852607995,-1.392448960974,0.163786486974,Gee,55 <= Age <= 59 MALE,v2025,"HCUP 2020, 2021, 2022"
Age_60_64_MALE,1,-0.172380945710,-0.279930127624,-0.064831763795,-3.141450629359,0.001681131495,Gee,60 <= Age <= 64 MALE,v2025,"HCUP 2020, 2021, 2022"
Age_70_74_MALE,1,-0.080365252054,-0.180928662343,0.020198158235,-1.566305271296,0.117277167542,Gee,70 <= Age <= 74 MALE,v2025,"HCUP 2020, 2021, 2022"
Age_75_79_MALE,1,-0.144882472361,-0.252661628779,-0.037103315943,-2.634687793597,0.008421470408,Gee,75 <= Age <= 79 MALE,v2025,"HCUP 2020, 2021, 2022"
Age_90Plus_MALE,1,0.129500382323,0.004552879273,0.254447885373,2.031381813493,0.042216277839,Gee,Age >= 90 MALE,v2025,"HCUP 2020, 2021, 2022"
CMR_ALCOHOL,1,0.451968067706,0.343948703262,0.559987432149,8.200762330271,0.000000000000,Gee,Alcohol abuse,v2025,"HCUP 2020, 2021, 2022"
CMR_ANEMDEF,1,0.049345259763,-0.049703876876,0.148394396401,0.976433871361,0.328849503255,Gee,Anemias due to other nutritional deficiencies,v2025,"HCUP 2020, 2021, 2022"
CMR_AUTOIMMUNE,1,0.079478354352,-0.001913410445,0.160870119149,1.913887878822,0.055634483501,Gee,Autoimmune conditions,v2025,"HCUP 2020, 2021, 2022"
CMR_BLDLOSS,1,-0.140112599632,-0.343977001141,0.063751801877,-1.347050524886,0.177963960840,Gee,Chronic blood loss anemia  (iron deficiency),v2025,"HCUP 2020, 2021, 2022"
CMR_CANCER_LEUK,1,0.280552237681,0.123277343837,0.437827131525,3.496249580579,0.000471847145,Gee,Leukemia,v2025,"HCUP 2020, 2021, 2022"
CMR_CANCER_LYMPH,1,0.180736871263,0.050195701756,0.311278040769,2.713609504899,0.006655456755,Gee,Lymphoma,v2025,"HCUP 2020, 2021, 2022"
CMR_COAG,1,0.046948227399,-0.048693815889,0.142590270686,0.962096079054,0.336001343516,Gee,Coagulopathy,v2025,"HCUP 2020, 2021, 2022"
CMR_DEMENTIA,1,0.626475519738,0.572857062107,0.680093977368,22.900126377068,0.000000000000,Gee,Dementia,v2025,"HCUP 2020, 2021, 2022"
CMR_DEPRESS,1,0.210402629126,0.165878842680,0.254926415573,9.262050877845,0.000000000000,Gee,Depression,v2025,"HCUP 2020, 2021, 2022"
CMR_DIAB_CX,1,0.130878130128,0.068130942415,0.193625317841,4.088094315695,0.000043493133,Gee,Diabetes with chronic complications,v2025,"HCUP 2020, 2021, 2022"
CMR_DIAB_UNCX,1,-0.090127631846,-0.147868672581,-0.032386591110,-3.059295609823,0.002218581160,Gee,Diabetes without chronic complications,v2025,"HCUP 2020, 2021, 2022"
CMR_DRUG_ABUSE,1,0.068227550730,-0.011540954681,0.147996056141,1.676395232615,0.093660802119,Gee,Drug abuse,v2025,"HCUP 2020, 2021, 2022"
CMR_HF,1,0.081071813774,-0.156429640925,0.318573268473,0.669039418558,0.503470333148,Gee,Heart failure,v2025,"HCUP 2020, 2021, 2022"
CMR_HTN_CX,1,-0.008266888521,-0.238252827205,0.221719050164,-0.070451280011,0.943834477061,Gee,"Hypertension, complicated",v2025,"HCUP 2020, 2021, 2022"
CMR_HTN_UNCX,1,-0.178788924138,-0.229309782751,-0.128268065525,-6.936142056245,0.000000000004,Gee,"Hypertension, uncomplicated",v2025,"HCUP 2020, 2021, 2022"
CMR_LIVER_MLD,1,0.080910350004,-0.040805976742,0.202626676750,1.302876748127,0.192616843328,Gee,"Liver disease, mild",v2025,"HCUP 2020, 2021, 2022"
CMR_LIVER_SEV,1,0.423141575609,0.296083995121,0.550199156097,6.527294517728,0.000000000067,Gee,"Liver disease, moderate to severe",v2025,"HCUP 2020, 2021, 2022"
CMR_LUNG_CHRONIC,1,0.276343341223,0.238025203201,0.314661479244,14.134898618041,0.000000000000,Gee,Chronic pulmonary disease,v2025,"HCUP 2020, 2021, 2022"
CMR_NEURO_MOVT,1,-0.078856932527,-0.202415935894,0.044702070841,-1.250874023508,0.210980442533,Gee,Neurological disorders affecting movement,v2025,"HCUP 2020, 2021, 2022"
CMR_NEURO_OTH,1,0.256685544170,0.129661137926,0.383709950413,3.960612269738,0.000074757835,Gee,Other neurological disorders,v2025,"HCUP 2020, 2021, 2022"
CMR_NEURO_SEIZ,1,0.148441654351,0.031333862485,0.265549446217,2.484380344779,0.012977711382,Gee,Seizures and epilepsy,v2025,"HCUP 2020, 2021, 2022"
CMR_OBESE,1,-0.239464729493,-0.293591883835,-0.185337575152,-8.671105124283,0.000000000000,Gee,Obesity,v2025,"HCUP 2020, 2021, 2022"
CMR_PARALYSIS,1,-0.076430496229,-0.183719884034,0.030858891577,-1.396233336707,0.162644240936,Gee,Paralysis,v2025,"HCUP 2020, 2021, 2022"
CMR_PERIVASC,1,0.082275139023,0.008113010609,0.156437267437,2.174375422563,0.029676952318,Gee,Peripheral vascular disease,v2025,"HCUP 2020, 2021, 2022"
CMR_PSYCHOSES,1,0.196938753980,0.084234496657,0.309643011303,3.424829497396,0.000615185365,Gee,Psychoses,v2025,"HCUP 2020, 2021, 2022"
CMR_PULMCIRC,1,0.151754204409,0.071352679107,0.232155729711,3.699342444396,0.000216158780,Gee,Pulmonary circulation disease,v2025,"HCUP 2020, 2021, 2022"
CMR_RENLFL_MOD,1,-0.210841816436,-0.440718500812,0.019034867941,-1.797669771378,0.072229354463,Gee,"Renal failure, moderate",v2025,"HCUP 2020, 2021, 2022"
CMR_RENLFL_SEV,1,0.087192456166,-0.067993275978,0.242378188310,1.101222847279,0.270799680324,Gee,"Renal failure, severe",v2025,"HCUP 2020, 2021, 2022"
CMR_THYROID_HYPO,1,0.069413062822,0.008544770927,0.130281354717,2.235106308257,0.025410370340,Gee,Hypothyroidism,v2025,"HCUP 2020, 2021, 2022"
CMR_VALVE,1,-0.018016666602,-0.087301532211,0.051268199006,-0.509664229726,0.610286717133,Gee,Valvular disease,v2025,"HCUP 2020, 2021, 2022"
CMR_WGHTLOSS,1,0.461046842369,0.370270366145,0.551823318592,9.954508522716,0.000000000000,Gee,Weight loss,v2025,"HCUP 2020, 2021, 2022"
MDC_20,1,2.094012655288,1.798749281046,2.389276029531,13.900096475105,0.000000000000,Gee,Alcohol or drug use or induced organic mental disorders,v2025,"HCUP 2020, 2021, 2022"
MDC_22,1,-0.890189143488,-1.418138026860,-0.362240260115,-3.304749220263,0.000950614174,Gee,Burns,v2025,"HCUP 2020, 2021, 2022"
MDRG_101,1,-1.581432737254,-2.193516547441,-0.969348927067,-5.063932679488,0.000000410695,Gee,INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE,v2025,"HCUP 2020, 2021, 2022"
MDRG_102,1,-1.421932148573,-1.770739117777,-1.073125179369,-7.989908590478,0.000000000000,Gee,CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX,v2025,"HCUP 2020, 2021, 2022"
MDRG_103,1,-1.695780514720,-1.963673583273,-1.427887446168,-12.40669925689,0.000000000000,Gee,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES,v2025,"HCUP 2020, 2021, 2022"
MDRG_104,1,-0.272070039666,-1.062473194264,0.518333114932,-0.674652518675,0.499896557660,Gee,SPINAL PROCEDURES,v2025,"HCUP 2020, 2021, 2022"
MDRG_105,1,-2.318924271722,-3.194742297491,-1.443106245954,-5.189443379478,0.000000210924,Gee,VENTRICULAR SHUNT PROCEDURES,v2025,"HCUP 2020, 2021, 2022"
MDRG_106,1,-2.206240390106,-2.821028004842,-1.591452775369,-7.033569971473,0.000000000002,Gee,CAROTID ARTERY STENT PROCEDURES,v2025,"HCUP 2020, 2021, 2022"
MDRG_107,1,-2.189353009818,-2.586487288365,-1.792218731271,-10.80504323221,0.000000000000,Gee,EXTRACRANIAL PROCEDURES,v2025,"HCUP 2020, 2021, 2022"
MDRG_108,1,-0.889445194168,-1.223805148361,-0.555085239976,-5.213783902446,0.000000185027,Gee,PERIPH/CRANIAL NERVE & OTHER NERV SYST PROC,v2025,"HCUP 2020, 2021, 2022"
MDRG_109,1,-0.155539535788,-0.802509144096,0.491430072520,-0.471199704595,0.637498129648,Gee,SPINAL DISORDERS & INJURIES,v2025,"HCUP 2020, 2021, 2022"
MDRG_110,1,-2.163245848393,-2.598512689137,-1.727979007649,-9.740884339614,0.000000000000,Gee,NERVOUS SYSTEM NEOPLASMS,v2025,"HCUP 2020, 2021, 2022"
MDRG_111,1,-0.840885889451,-0.974053847270,-0.707717931632,-12.37614577432,0.000000000000,Gee,DEGENERATIVE NERVOUS SYSTEM DISORDERS,v2025,"HCUP 2020, 2021, 2022"
MDRG_112,1,-2.835249485054,-3.971251160755,-1.699247809352,-4.891706585257,0.000000999654,Gee,MULTIPLE SCLEROSIS & CEREBELLAR ATAXIA,v2025,"HCUP 2020, 2021, 2022"
MDRG_113,1,-2.620048832818,-3.200956031250,-2.039141634386,-8.839968524952,0.000000000000,Gee,ACUTE ISCHEMIC STROKE W USE OF THROMBOLYTIC AGENT,v2025,"HCUP 2020, 2021, 2022"
MDRG_114,1,-2.033071665568,-2.212136255817,-1.854007075320,-22.25312797452,0.000000000000,Gee,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION,v2025,"HCUP 2020, 2021, 2022"
MDRG_115,1,-2.619824578604,-3.600176522835,-1.639472634373,-5.237671889257,0.000000162615,Gee,NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT,v2025,"HCUP 2020, 2021, 2022"
MDRG_116,1,-2.704362392174,-3.148072355481,-2.260652428868,-11.94576035730,0.000000000000,Gee,TRANSIENT ISCHEMIA,v2025,"HCUP 2020, 2021, 2022"
MDRG_117,1,-1.686745288357,-1.903754146358,-1.469736430356,-15.23421691965,0.000000000000,Gee,NONSPECIFIC CEREBROVASCULAR DISORDERS,v2025,"HCUP 2020, 2021, 2022"
MDRG_118,1,-1.775097670921,-2.121506157629,-1.428689184213,-10.04342456246,0.000000000000,Gee,CRANIAL & PERIPHERAL NERVE DISORDERS,v2025,"HCUP 2020, 2021, 2022"
MDRG_120,1,-2.216411208013,-3.139670959121,-1.293151456906,-4.705161399516,0.000002536652,Gee,HYPERTENSIVE ENCEPHALOPATHY,v2025,"HCUP 2020, 2021, 2022"
MDRG_121,1,-1.939004078719,-3.074347383992,-0.803660773446,-3.347338327108,0.000815915646,Gee,NONTRAUMATIC STUPOR & COMA,v2025,"HCUP 2020, 2021, 2022"
MDRG_122,1,-0.371256329452,-1.217078660977,0.474566002074,-0.860285910689,0.389631457474,Gee,"TRAUMATIC STUPOR & COMA, COMA >1 HR",v2025,"HCUP 2020, 2021, 2022"
MDRG_123,1,-0.903845830628,-1.704019030584,-0.103672630672,-2.213902284786,0.026835501542,Gee,"TRAUMATIC STUPOR & COMA, COMA <1 HR",v2025,"HCUP 2020, 2021, 2022"
MDRG_125,1,-1.587794068627,-1.843374784400,-1.332213352855,-12.17626760286,0.000000000000,Gee,OTHER DISORDERS OF NERVOUS SYSTEM,v2025,"HCUP 2020, 2021, 2022"
MDRG_126,1,-1.332856919193,-1.886793881086,-0.778919957300,-4.715972642871,0.000002405588,Gee,BACTERIAL & TUBERCULOUS INFECTIONS OF NERVOUS SYSTEM,v2025,"HCUP 2020, 2021, 2022"
MDRG_127,1,-1.476928586741,-2.045597165791,-0.908260007692,-5.090358328905,0.000000357388,Gee,NON-BACTERIAL INFECT OF NERVOUS SYS EXC VIRAL MENINGITIS,v2025,"HCUP 2020, 2021, 2022"
MDRG_128,1,-1.553874701418,-1.741792883675,-1.365956519161,-16.20672579253,0.000000000000,Gee,SEIZURES,v2025,"HCUP 2020, 2021, 2022"
MDRG_129,1,-2.196910967452,-2.799871795045,-1.593950139859,-7.141204165177,0.000000000001,Gee,HEADACHES,v2025,"HCUP 2020, 2021, 2022"
MDRG_205,1,-2.132470848635,-3.116045797618,-1.148895899652,-4.249362049864,0.000021438018,Gee,NEUROLOGICAL EYE DISORDERS,v2025,"HCUP 2020, 2021, 2022"
MDRG_206,1,-1.766803444118,-2.511232372847,-1.022374515388,-4.651714871078,0.000003291860,Gee,OTHER DISORDERS OF THE EYE,v2025,"HCUP 2020, 2021, 2022"
